Date,Open,High,Low,Close,Adj Close,Volume
2013-11-07,18.966999,19.852400,18.966999,19.455999,15.212211,7130419
2013-11-08,19.389500,19.505199,18.964100,19.082800,14.920416,4758221
2013-11-11,19.103001,19.137699,18.894699,19.050900,14.895473,3042317
2013-11-12,19.048000,19.126200,18.724001,18.778900,14.682802,6431616
2013-11-13,18.770300,19.050900,18.712400,18.880199,14.762003,5278694
2013-11-14,19.079901,19.484900,19.059601,19.354700,15.133004,6042470
2013-11-18,19.331600,19.545700,19.320000,19.444401,15.203146,3924979
2013-11-19,19.386600,19.537001,19.134800,19.227400,15.033473,4589568
2013-11-21,19.053801,19.354700,18.975700,19.241899,15.044812,4370458
2013-11-22,19.140600,19.574600,18.972799,19.357599,15.135272,3467059
2013-11-25,19.467600,19.482100,19.210100,19.212999,15.022215,7604582
2013-11-26,19.210100,19.418400,19.065399,19.400999,15.169206,4558118
2013-11-27,19.392401,19.580400,19.186899,19.357599,15.135272,3843763
2013-11-28,19.389500,19.574600,19.285299,19.458900,15.214480,1860710
2013-11-29,19.551500,19.675900,19.386600,19.603600,15.327620,2595456
2013-12-02,19.386600,19.661501,19.346100,19.508101,15.252948,2768602
2013-12-03,19.392401,19.568899,18.966999,19.218800,15.026750,4308250
2013-12-04,19.210100,19.357599,18.955400,19.013300,14.866076,4180378
2013-12-05,19.210100,19.357599,18.955400,19.140600,14.965607,3375821
2013-12-06,19.262100,19.262100,18.900499,18.952600,14.818614,10617869
2013-12-09,18.880199,19.207199,18.726900,18.941000,14.809545,5143910
2013-12-10,19.016199,19.126200,18.344900,18.712400,14.630807,3912883
2013-12-11,18.729700,18.822300,18.440399,18.518499,14.479202,6280243
2013-12-12,18.625601,19.082800,18.457800,18.721100,14.637610,8455795
2013-12-13,18.816500,19.111700,18.732599,18.816500,14.712198,4045939
2013-12-16,18.946800,19.236099,18.564800,18.590900,14.535809,11278656
2013-12-17,18.654499,19.094299,18.654499,18.996000,14.852547,4399142
2013-12-18,19.059601,19.349001,18.929399,18.929399,14.800475,6523891
2013-12-19,19.155100,19.175400,18.724001,18.923599,14.795939,3038515
2013-12-20,19.010401,19.134800,18.816500,19.065399,14.906809,3935693
2013-12-23,19.097200,19.325800,19.097200,19.239000,15.042545,2844288
2013-12-26,19.346100,19.441500,18.862900,18.923599,14.795939,3578688
2013-12-27,18.990200,19.019100,18.813700,18.886000,14.766543,3073421
2013-12-30,18.969900,19.178200,18.865700,18.996000,14.852547,5520960
2014-01-02,18.996000,19.152201,18.862900,19.129000,14.956538,4762022
2014-01-03,19.152201,19.490700,19.149300,19.372101,15.146612,7473600
2014-01-06,19.239000,19.438700,19.120399,19.395300,15.164751,7323610
2014-01-07,19.386600,19.765600,19.299801,19.618099,15.338953,11610086
2014-01-08,19.748301,19.910299,19.563101,19.646999,15.361549,13275533
2014-01-09,19.673000,19.716400,19.406799,19.502300,15.248413,6324826
2014-01-10,19.551500,19.704901,19.100100,19.600700,15.325347,7238938
2014-01-13,19.603600,19.675900,19.430000,19.493601,15.241611,3614285
2014-01-14,19.406799,19.461800,19.244801,19.299801,15.090084,9789811
2014-01-15,19.383699,19.435801,19.244801,19.270800,15.067407,5847206
2014-01-16,19.273701,19.415501,19.181101,19.241899,15.044812,4370112
2014-01-17,19.299801,19.299801,19.140600,19.140600,14.965607,3237926
2014-01-20,19.140600,19.291100,19.039400,19.114599,14.945279,1457741
2014-01-21,18.790501,18.790501,18.787600,18.833900,14.725808,4053888
2014-01-22,18.865700,19.294001,18.865700,19.097200,14.931673,5768755
2014-01-23,19.129000,19.270800,18.640100,18.663200,14.592340,4930330
2014-01-24,18.663200,18.868601,18.142401,18.440399,14.418138,6210778
2014-01-27,18.524300,18.683500,18.113400,18.229200,14.253004,5968858
2014-01-28,18.527201,18.576401,18.258101,18.261000,14.277866,6184858
2014-01-29,18.373800,18.590900,17.928200,18.324600,14.327596,7997530
2014-01-30,18.388300,18.573500,18.180000,18.365200,14.359344,4828723
2014-01-31,18.217600,18.724001,18.110500,18.587999,14.533543,6219418
2014-02-03,18.587999,18.807899,18.261000,18.359400,14.354802,10899187
2014-02-04,18.376699,18.466400,18.214701,18.330400,14.332129,9397555
2014-02-05,18.234900,18.437500,17.974501,18.084499,14.139869,5662310
2014-02-06,18.133699,18.663200,17.977400,18.541700,14.497339,4760640
2014-02-07,18.544600,18.987301,18.330400,18.894699,14.773343,8008589
2014-02-10,18.891800,18.891800,18.524300,18.741301,14.653406,5283533
2014-02-11,18.744200,19.094299,18.663200,19.010401,14.863807,8247744
2014-02-12,19.065399,19.253500,18.822300,18.981501,14.841211,7732454
2014-02-13,18.914900,18.932301,18.608200,18.851299,14.739409,4762368
2014-02-14,18.920700,19.062500,18.718201,18.805000,14.703210,2871245
2014-02-17,18.778900,19.021999,18.547400,18.721100,14.637610,1508198
2014-02-18,18.741301,19.155100,18.724001,18.894699,14.773343,7098278
2014-02-19,18.802099,19.059601,18.460600,18.842600,14.732609,6068045
2014-02-20,18.732599,18.868601,18.582199,18.663200,14.592340,4669056
2014-02-21,18.677700,18.830999,18.590900,18.692101,14.614935,3081024
2014-02-24,18.686300,18.972799,18.663200,18.816500,14.712198,3387917
2014-02-25,18.721100,18.796301,18.431700,18.561899,14.513131,4046285
2014-02-26,18.533001,18.755800,18.449100,18.547400,14.501797,4850496
2014-02-27,18.689199,18.706600,18.402800,18.706600,14.626271,4147546
2014-02-28,18.761600,18.909100,18.289900,18.373800,14.366062,8007552
2014-03-05,18.402800,18.868601,18.373800,18.741301,14.653406,4589568
2014-03-06,18.750000,18.987301,18.692101,18.978600,14.838943,3982694
2014-03-07,18.891800,18.981501,18.735500,18.981501,14.841211,7534426
2014-03-10,18.868601,19.377899,18.868601,19.372101,15.146612,9534067
2014-03-11,19.386600,19.820601,19.372101,19.814800,15.492749,5904576
2014-03-12,19.649900,19.933500,19.539900,19.632500,15.350210,6888154
2014-03-13,19.719299,19.719299,19.351900,19.508101,15.252948,4218394
2014-03-14,19.531200,19.560200,19.386600,19.045099,14.890935,3254515
2014-03-17,19.233200,19.357599,19.103001,19.314199,16.085747,4313434
2014-03-18,19.250601,19.997101,19.247700,19.982599,16.642420,5634662
2014-03-19,19.936300,20.295099,19.771400,20.182301,16.808739,4513190
2014-03-20,20.055000,20.477400,19.907400,20.327000,16.929253,4759603
2014-03-21,20.254601,20.590300,20.243099,20.332800,16.934084,7884864
2014-03-24,20.332800,20.616301,20.243099,20.520800,17.090658,4199731
2014-03-25,20.506399,20.804399,20.425400,20.645300,17.194347,5215795
2014-03-26,20.685801,20.789900,20.202600,20.428200,17.013540,6033139
2014-03-27,20.399300,20.685801,20.393499,20.587400,17.146128,8438861
2014-03-28,20.680000,20.798599,20.445601,20.659700,17.206343,6122650
2014-03-31,20.795700,20.978001,20.662600,20.925900,17.428040,6877440
2014-04-01,20.978001,21.180599,20.630800,21.064800,17.543724,7474637
2014-04-02,21.053200,21.487301,20.891199,21.267401,17.712463,8006515
2014-04-03,21.498800,21.498800,21.041700,21.325199,17.760601,8644493
2014-04-04,21.527800,21.753500,20.515100,20.688700,17.230495,8722080
2014-04-07,20.891199,21.209499,20.561300,21.151600,17.616016,6904051
2014-04-08,21.464100,21.556700,20.677099,20.949100,17.447365,5921856
2014-04-09,20.891199,21.469900,20.659700,21.122700,17.591951,7214918
2014-04-10,21.053200,21.383101,20.862301,21.267401,17.712463,4187290
2014-04-11,21.116899,21.458300,21.099501,21.302099,17.741362,2859840
2014-04-14,21.452600,21.464100,21.018499,21.302099,17.741362,2371853
2014-04-15,21.151600,21.412001,20.734900,21.163200,17.625679,7451827
2014-04-16,21.255800,21.799801,20.966400,21.730301,18.097988,6107098
2014-04-17,21.759300,22.048599,21.614599,22.037001,18.353422,4464979
2014-04-22,21.875000,22.569401,21.875000,22.563700,18.792076,5104685
2014-04-23,22.615700,22.679399,22.251200,22.575199,18.801655,6498662
2014-04-24,22.569401,22.662001,22.170099,22.482599,18.724533,3846182
2014-04-25,22.326401,22.476900,22.106501,22.233801,18.517321,4802285
2014-04-28,22.152800,22.419001,21.961800,22.002300,18.324520,3912883
2014-04-29,22.135401,22.419001,21.892401,22.343800,18.608932,4261766
2014-04-30,22.355301,22.870399,22.216400,22.870399,19.047510,5766163
2014-05-02,22.910900,23.130800,22.598400,22.685200,18.893269,8307533
2014-05-05,22.974501,23.188700,22.447901,22.899300,19.071583,8383565
2014-05-06,22.847200,23.148100,22.731501,23.038200,19.187265,5954515
2014-05-07,23.356501,23.726900,22.337999,22.511600,18.748688,13285382
2014-05-08,22.575199,22.766199,22.355301,22.528900,18.763096,4111430
2014-05-09,22.528900,22.766199,22.280100,22.743099,18.941492,3537562
2014-05-12,22.910900,22.910900,22.465300,22.638901,18.854708,2855174
2014-05-13,22.627300,22.650499,22.349501,22.482599,18.724533,3915994
2014-05-14,22.511600,22.511600,22.366899,22.436300,18.685974,3494016
2014-05-15,22.332199,22.540501,22.054399,22.094900,18.401638,4117478
2014-05-16,22.187500,22.743099,22.164400,22.644699,18.859539,4271616
2014-05-19,22.789400,22.789400,22.343800,22.638901,18.854708,3598042
2014-05-20,22.511600,22.685200,21.898100,22.187500,18.478760,5238950
2014-05-21,22.164400,22.685200,22.141199,22.592600,18.816149,3307046
2014-05-22,22.679399,22.974501,22.557899,22.945601,19.110140,2863469
2014-05-23,22.824100,23.582199,22.743099,23.368099,19.462021,4555354
2014-05-26,23.362301,23.535900,23.263901,23.304399,19.408968,1061338
2014-05-27,23.408600,23.408600,22.905100,23.148100,19.278793,4917888
2014-05-28,23.263901,23.663200,23.142401,23.495399,19.568041,2891635
2014-05-29,23.501200,23.645800,23.142401,23.437500,19.519817,2847053
2014-05-30,23.223400,23.489599,22.986099,23.165501,19.293287,5917018
2014-06-02,23.425900,23.721100,23.292801,23.472200,19.548721,3906144
2014-06-03,23.495399,24.068300,23.402800,24.016199,20.001787,4372358
2014-06-04,24.056700,24.155100,23.842600,23.900499,19.905426,4685299
2014-06-05,23.836800,24.195601,23.796301,23.935200,19.934326,2414189
2014-06-06,24.421301,24.664400,24.218800,24.421301,20.339174,4907002
2014-06-09,24.461800,25.277800,24.432899,25.028900,20.845209,7769434
2014-06-10,25.115700,25.752300,25.017401,25.746500,21.442860,5878310
2014-06-11,25.700199,25.839100,25.439800,25.833300,21.515148,5225299
2014-06-13,25.833300,26.174801,25.659700,26.018499,21.669395,3520973
2014-06-16,25.787001,26.116899,25.538200,26.070601,21.712786,4810752
2014-06-17,26.041700,26.273100,25.787001,25.896999,21.568203,3117830
2014-06-18,25.925900,26.076401,25.648100,25.995399,21.650152,4749062
2014-06-20,25.723400,26.134300,25.705999,26.053200,21.698292,3384806
2014-06-23,25.925900,26.238400,25.925900,26.215300,21.833300,3126816
2014-06-24,26.215300,27.008101,26.215300,26.909700,22.411623,7006349
2014-06-25,26.794001,26.967600,26.365700,26.707199,22.242970,8359718
2014-06-26,26.591400,26.805599,26.504601,26.637699,22.185095,5837357
2014-06-27,26.475700,26.851900,26.365700,26.620399,22.170683,1679443
2014-06-30,26.695601,26.759300,26.267401,26.330999,21.929657,4095187
2014-07-01,26.527800,26.707199,26.099501,26.412001,21.997122,2689632
2014-07-02,26.412001,26.469900,25.376200,25.462999,21.206743,9236851
2014-07-03,25.607599,25.925900,25.312500,25.920099,21.587439,5299949
2014-07-04,25.978001,26.192101,25.810200,26.157400,21.785074,2466893
2014-07-07,26.099501,26.278900,25.914400,26.221100,21.838129,1859155
2014-07-08,26.203699,26.278900,25.972200,26.261600,21.871857,2714170
2014-07-10,26.157400,26.759300,26.070601,26.759300,22.286364,6173107
2014-07-11,26.736099,26.973400,26.626200,26.794001,22.315268,3195418
2014-07-14,27.025499,27.256901,26.342600,26.707199,22.242970,5463418
2014-07-15,26.707199,26.730301,26.105301,26.330999,21.929657,4042829
2014-07-16,26.458300,26.562500,25.202600,25.289400,21.062166,7199021
2014-07-17,25.231501,25.254601,24.311300,24.913200,20.748848,9055411
2014-07-18,25.462999,25.607599,24.768499,25.104200,20.907923,8386675
2014-07-21,24.913200,25.827600,24.895800,25.827600,21.510406,4611514
2014-07-22,25.723400,26.151600,25.648100,26.105301,21.741684,3915302
2014-07-23,25.844900,26.203699,25.705999,26.186300,21.809147,5091725
2014-07-24,25.931700,26.064800,25.393499,26.012699,21.664564,5076691
2014-07-25,25.868099,26.070601,25.833300,26.030100,21.679056,2073082
2014-07-28,26.128500,26.134300,25.775499,25.949100,21.611589,4268160
2014-07-29,25.839100,26.030100,25.572901,25.607599,21.327171,6384096
2014-07-30,25.393499,25.457199,24.334499,24.392401,20.315104,10446278
2014-07-31,24.172400,24.212999,23.616899,24.016199,20.001787,14002157
2014-08-01,23.854200,24.409700,23.744200,24.340300,20.271711,5543251
2014-08-04,24.450199,24.855301,24.178200,24.832199,20.681387,6463584
2014-08-05,24.797400,24.797400,23.830999,24.299801,20.237984,5455296
2014-08-06,24.346100,24.363400,23.431700,23.726900,19.760845,11184826
2014-08-07,23.819401,24.583300,23.819401,24.143499,20.107809,7626182
2014-08-08,23.975700,24.114599,23.640100,23.894699,19.900595,8122291
2014-08-11,24.074100,24.646999,24.004601,24.646999,20.527145,4557773
2014-08-12,24.646999,24.826401,24.351900,24.739599,20.604265,5805562
2014-08-13,24.797400,25.150499,24.618099,24.878500,20.719950,7031750
2014-08-14,24.728001,25.208300,24.641199,25.115700,20.917500,3428870
2014-08-15,25.179399,25.462999,24.861099,25.248800,21.028353,3189888
2014-08-18,25.445601,25.462999,25.266199,25.353001,21.115135,3026246
2014-08-19,25.335600,25.462999,24.947901,25.225700,21.009113,3327437
2014-08-20,25.202600,25.202600,24.241899,24.305599,20.242813,5684947
2014-08-21,24.247700,24.641199,23.842600,23.952600,19.948818,6264518
2014-08-22,23.952600,24.294001,23.726900,24.230301,20.180098,5973350
2014-08-25,24.311300,24.936300,24.224501,24.936300,20.768085,4012589
2014-08-26,24.814800,25.086800,24.444401,24.687500,20.560875,5023123
2014-08-27,24.762699,24.971100,24.305599,24.334499,20.266880,6635866
2014-08-28,24.276600,24.421301,23.946800,24.103001,20.074078,5682355
2014-08-29,24.149300,24.594900,23.859900,24.282400,20.223492,10982477
2014-09-01,24.519699,24.600700,23.564800,23.726900,19.760845,7278336
2014-09-02,23.669001,24.027800,23.148100,23.865700,19.876440,8428493
2014-09-03,23.784700,24.097200,23.553200,23.784700,19.808985,7509888
2014-09-04,23.495399,23.958300,23.321800,23.726900,19.760845,3663360
2014-09-05,23.709499,23.854200,23.582199,23.738400,19.770424,4674758
2014-09-08,24.299801,24.340300,23.842600,24.016199,20.001787,5222880
2014-09-09,23.726900,24.270800,23.726900,24.131901,20.098146,5252256
2014-09-10,24.114599,24.114599,23.489599,23.865700,19.876440,5301158
2014-09-11,24.016199,24.016199,23.524300,23.553200,19.616179,5410886
2014-09-12,23.454901,23.605301,23.015100,22.986099,19.143875,7644845
2014-09-15,23.211800,23.530100,22.824100,23.414400,20.094244,4237229
2014-09-16,23.530100,24.126200,23.431700,23.941000,20.546171,6546182
2014-09-17,24.108801,24.114599,23.339100,23.437500,20.114067,7067347
2014-09-18,23.391199,23.391199,22.627300,22.997700,19.736631,7501248
2014-09-19,22.835600,23.205999,22.627300,23.020800,19.756453,3903379
2014-09-22,22.743099,23.096100,22.523100,22.615700,19.408798,4360954
2014-09-23,22.465300,22.679399,22.106501,22.638901,19.428709,9597139
2014-09-24,22.320601,22.887699,22.239599,22.511600,19.319460,5714496
2014-09-25,22.546301,22.731501,22.187500,22.395800,19.220081,7626355
2014-09-26,22.378500,22.430599,21.932899,22.309000,19.145590,9392890
2014-09-29,21.788200,22.939800,21.510401,22.789400,19.557869,8688211
2014-09-30,22.540501,23.217600,22.540501,23.148100,19.865707,9857030
2014-10-01,22.980301,23.090300,22.129601,22.407400,19.230038,6656602
2014-10-02,22.337999,22.592600,21.828699,22.135401,18.996603,8865504
2014-10-03,22.222200,22.569401,22.002300,22.459499,19.274746,5397235
2014-10-06,22.864599,23.703699,22.864599,23.292801,19.989885,11942381
2014-10-07,23.726900,24.160900,23.443300,23.784700,20.412037,7208698
2014-10-08,24.016199,24.045099,23.223400,23.611099,20.263052,6020006
2014-10-09,24.027800,24.178200,23.726900,23.842600,20.461727,7559309
2014-10-10,23.159700,23.159700,23.159700,23.159700,19.875660,4643654
2014-10-13,23.726900,24.097200,23.292801,23.883101,20.496481,8170502
2014-10-14,23.715300,23.715300,21.927099,22.372700,19.200256,23225357
2014-10-15,21.932899,22.077600,21.296301,21.875000,18.773130,22663930
2014-10-16,21.284700,21.574100,20.954901,21.047400,18.062885,12004243
2014-10-17,21.371500,22.430599,21.197901,22.395800,19.220081,10539936
2014-10-20,22.164400,22.401600,21.701401,21.788200,18.698641,5271610
2014-10-21,21.412001,21.412001,21.412001,21.412001,18.375784,8170157
2014-10-22,21.365700,21.805599,21.359900,21.741899,18.658905,4983379
2014-10-23,21.359900,21.516199,21.070601,21.371500,18.341022,8689594
2014-10-24,21.406200,21.597200,21.064800,21.093800,18.102705,8895398
2014-10-27,20.711800,22.210600,20.271999,21.938700,18.827799,18865958
2014-10-28,22.054399,22.847200,21.851900,22.731501,19.508177,7768915
2014-10-29,22.395800,23.136600,22.332199,22.534700,19.339285,8042112
2014-10-30,22.575199,22.858801,22.430599,22.592600,19.388977,5081357
2014-10-31,22.754601,23.726900,22.309000,23.547400,20.208384,5578330
2014-11-03,23.205999,23.721100,23.113400,23.512699,20.178606,4923418
2014-11-04,23.234900,23.721100,23.153900,23.437500,20.114067,3532032
2014-11-05,23.437500,23.657400,22.656200,22.691000,19.473421,4718131
2014-11-06,22.604200,22.737301,21.724501,21.961800,18.847620,8221478
2014-11-07,21.857599,22.511600,21.840300,22.366899,19.195278,5941901
2014-11-10,22.511600,22.656200,21.730301,21.817101,18.723442,9272794
2014-11-11,21.660900,22.100700,21.643499,21.898100,18.792957,6651590
2014-11-12,21.851900,22.650499,21.834499,22.609900,19.403822,6360250
2014-11-13,22.476900,22.615700,22.337999,22.442101,19.259815,3761856
2014-11-14,22.500000,22.800900,22.019699,22.638901,19.428709,5003424
2014-11-17,22.910900,23.263901,22.586800,23.205999,19.915396,6641741
2014-11-18,23.246500,24.560200,23.217600,24.305599,20.859070,12517978
2014-11-19,24.305599,25.138901,24.294001,25.000000,21.455009,19080230
2014-11-21,25.121500,25.341400,23.900499,25.028900,21.479807,39353990
2014-11-24,25.185200,25.462999,24.965300,25.312500,21.723192,7973683
2014-11-25,25.393499,25.792801,25.191000,25.682899,22.041069,6204384
2014-11-26,25.682899,25.752300,25.000000,25.300900,21.713236,3225485
2014-11-27,25.358801,25.520800,24.814800,25.231501,21.653677,7392902
2014-11-28,25.173599,25.434000,25.034700,25.243099,21.663630,4592678
2014-12-01,24.982599,25.000000,24.155100,24.317101,20.868942,6894718
2014-12-02,24.537001,25.306700,24.074100,24.780100,21.266289,5790383
2014-12-03,25.000000,25.011600,24.363400,24.594900,21.107349,5191631
2014-12-04,24.878500,24.878500,24.299801,24.479200,21.008055,2992751
2014-12-05,24.421301,24.762699,23.935200,24.762699,21.251354,7121950
2014-12-08,24.681700,24.687500,23.512699,23.975700,20.575949,5846399
2014-12-09,23.842600,24.212999,23.564800,23.958300,20.561020,4865616
2014-12-10,23.952600,24.299801,23.674801,24.074100,20.660398,4442111
2014-12-11,23.848400,24.583300,23.848400,24.189800,20.759693,4364207
2014-12-12,23.958300,24.149300,23.211800,23.778900,20.407057,3099598
2014-12-15,23.582199,23.778900,22.806700,23.177099,19.890593,5679359
2014-12-16,22.673599,23.321800,22.343800,23.078699,19.806147,7578144
2014-12-17,22.928200,23.813700,22.615700,23.292801,19.989885,8312112
2014-12-18,23.368099,23.582199,22.980301,23.084499,19.811123,2824703
2014-12-19,22.922400,23.425900,22.847200,23.379601,20.064377,5982047
2014-12-22,23.368099,23.368099,22.806700,23.148100,19.865707,3142655
2014-12-23,23.003500,23.425900,22.858801,23.061300,19.791212,3129551
2014-12-26,23.020800,23.205999,22.881901,23.148100,19.865707,2623247
2014-12-29,23.142401,23.796301,23.032400,23.559000,20.218336,2122703
2014-12-30,23.721100,24.236099,23.651600,24.114599,20.695156,5620750
2015-01-02,24.016199,24.045099,22.858801,22.986099,19.726677,7192282
2015-01-05,23.096100,23.101900,22.083300,22.204901,19.056252,7384954
2015-01-06,22.309000,22.453699,21.701401,21.759300,18.673834,7515763
2015-01-07,21.898100,22.303200,21.875000,21.961800,18.847620,10076314
2015-01-08,22.129601,22.714100,21.932899,22.569401,19.369068,8585222
2015-01-09,22.343800,23.044001,22.083300,23.044001,19.776369,5178989
2015-01-12,22.812500,22.847200,22.262699,22.471100,19.284700,6721056
2015-01-13,22.598400,22.598400,21.689800,21.689800,18.614193,6679066
2015-01-14,21.568300,22.251200,21.163200,21.903900,18.797932,5227200
2015-01-15,21.984900,22.337999,21.475700,21.631901,18.564501,6118502
2015-01-16,22.685200,22.824100,22.309000,22.569401,19.369068,14489626
2015-01-19,22.471100,22.980301,21.724501,22.094900,18.961847,4003603
2015-01-20,22.384300,22.384300,21.846100,22.337999,19.170479,2706048
2015-01-21,22.511600,22.916700,22.037001,22.528900,19.334307,6305472
2015-01-22,22.789400,22.922400,22.222200,22.829901,19.592627,6270221
2015-01-23,22.789400,22.922400,22.089100,22.320601,19.155546,5824397
2015-01-26,22.164400,22.419001,21.730301,21.794001,18.703615,4254854
2015-01-27,21.834499,22.534700,21.412001,22.511600,19.319460,5969722
2015-01-28,22.280100,22.899300,22.094900,22.609900,19.403822,5329670
2015-01-29,22.685200,23.553200,22.164400,23.275499,19.975039,9078566
2015-01-30,23.038200,23.437500,22.476900,23.148100,19.865707,14301274
2015-02-02,23.148100,23.281200,22.980301,23.165501,19.880638,6139584
2015-02-03,23.350700,23.437500,23.107599,23.437500,20.114067,6315149
2015-02-04,23.425900,23.883101,23.165501,23.773100,20.402082,6379949
2015-02-05,23.669001,24.166700,23.651600,23.958300,20.561020,7656250
2015-02-06,23.900499,24.276600,23.559000,24.108801,20.690182,8352288
2015-02-09,24.010401,24.467600,23.842600,24.074100,20.660398,8518349
2015-02-10,23.941000,24.583300,23.941000,24.537001,21.057659,8046950
2015-02-11,24.531200,24.681700,23.599501,24.160900,20.734888,6563808
2015-02-12,24.560200,24.942101,24.351900,24.878500,21.350733,8664192
2015-02-13,24.652800,25.138901,24.652800,24.884300,21.355711,5105894
2015-02-18,25.138901,25.462999,24.890100,25.115700,21.554300,7158758
2015-02-19,25.260401,25.260401,24.745399,25.005800,21.459984,5973005
2015-02-20,25.011600,25.167801,24.762699,25.000000,21.455009,2663194
2015-02-23,25.000000,25.144699,24.826401,25.133101,21.569231,4808678
2015-02-24,25.098400,25.254601,24.832199,25.150499,21.584164,6477926
2015-02-25,24.832199,24.994200,24.710600,24.994200,21.450027,5147712
2015-02-26,25.005800,25.410900,24.756901,25.410900,21.807644,3086554
2015-02-27,25.462999,26.006901,25.271999,25.873800,22.204901,6058541
2015-03-02,25.596100,25.694401,25.295099,25.318300,21.728172,4211654
2015-03-03,25.318300,25.827600,25.300900,25.694401,22.050941,4882637
2015-03-04,25.370399,25.682899,25.057899,25.318300,21.728172,7267104
2015-03-05,25.567101,25.671301,25.063700,25.451401,21.842400,10857715
2015-03-06,25.428200,25.520800,25.202600,25.439800,21.832443,5378918
2015-03-09,25.318300,25.405100,24.976900,25.243099,21.663630,6682176
2015-03-10,24.971100,25.873800,24.768499,25.816000,22.155298,10929082
2015-03-11,26.035900,26.041700,25.694401,25.989599,22.304279,9669197
2015-03-12,26.273100,26.336800,25.636600,25.636600,22.001335,7458566
2015-03-13,25.173599,25.532400,25.173599,25.457199,21.847372,5692205
2015-03-16,25.283600,25.862301,25.202600,25.839100,22.611469,9428659
2015-03-17,25.844900,26.446800,25.833300,26.359900,23.067217,10108627
2015-03-18,26.330999,27.419001,26.128500,27.285900,23.877544,14126227
2015-03-19,27.343800,27.372700,26.539400,26.869200,23.512896,4581792
2015-03-20,27.025499,27.430599,26.932899,26.932899,23.568638,7935840
2015-03-23,27.141199,27.274300,26.406200,26.591400,23.269802,4702406
2015-03-24,26.591400,26.701401,26.128500,26.284700,23.001408,5749056
2015-03-25,26.614599,26.961800,26.064800,26.412001,23.112808,8131968
2015-03-26,26.330999,26.452600,25.891199,26.186300,22.915302,7016717
2015-03-27,26.041700,26.672400,26.018499,26.226900,22.950829,5795366
2015-03-30,26.273100,26.591400,26.267401,26.417801,23.117886,5463590
2015-03-31,26.302099,26.539400,26.169001,26.441000,23.138186,6633446
2015-04-01,26.475700,27.372700,26.475700,27.233801,23.831957,8172403
2015-04-02,27.141199,27.372700,26.215300,27.326401,23.912991,9232877
2015-04-06,27.482599,27.662001,27.378500,27.575199,24.130707,4955386
2015-04-07,27.517401,27.638901,27.089100,27.424801,23.999096,3674938
2015-04-08,27.546301,27.719900,27.181700,27.714100,24.252260,4058381
2015-04-09,27.719900,28.153900,27.332199,27.575199,24.130707,6910618
2015-04-10,27.488400,28.391199,27.413200,28.391199,24.844780,8779968
2015-04-13,28.388901,28.888901,28.152800,28.493099,24.933954,7137504
2015-04-14,28.666700,28.722200,27.569401,27.944401,24.453791,5360544
2015-04-15,27.777800,28.472200,27.756901,28.423599,24.873133,5615856
2015-04-16,28.402800,28.527800,27.930599,28.243099,24.715179,3893904
